year,quarter,region,age_group,labor_force_sta,value,unit,source
2559,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,15-19 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,12.33,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,15-19 ปี,รวม,22.54,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,15-19 ปี,หางานทำ,2.87,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,15-19 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,19.67,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,15-19 ปี,รวม,21.36,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,15-19 ปี,หางานทำ,1.99,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,15-19 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,19.38,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,15-19 ปี,รวม,23.82,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,15-19 ปี,หางานทำ,0.74,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,15-19 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,23.08,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,15-19 ปี,รวม,12.64,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,15-19 ปี,หางานทำ,1.53,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,15-19 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,11.11,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,15-19 ปี,รวม,20.10,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,15-19 ปี,หางานทำ,1.18,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,15-19 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,18.92,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,15-19 ปี,รวม,17.38,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,15-19 ปี,หางานทำ,1.55,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,15-19 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,15.83,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,15-19 ปี,รวม,13.59,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,15-19 ปี,หางานทำ,4.66,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,15-19 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,8.93,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,15-19 ปี,รวม,14.32,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,15-19 ปี,หางานทำ,1.28,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,15-19 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,13.04,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,15-19 ปี,รวม,16.18,พันคน,สำนักงานสถิติแห่งชาติ
